Date,Open,High,Low,Close,Volume,Symbol,YTD Gains
31-12-2002,0.962499976,0.977999985,0.941500008,0.944500029,110740000,AMZN,0
02-01-2003,0.959500015,0.984000027,0.92750001,0.978500009,129680000,AMZN,0.03599786
03-01-2003,0.979499996,1.026499987,0.970499992,1.026000023,175140000,AMZN,0.086289033
06-01-2003,1.019999981,1.058500051,1.014999986,1.034999967,153962000,AMZN,0.095817824
07-01-2003,1.041499972,1.087499976,1.029999971,1.077499986,191364000,AMZN,0.140815196
08-01-2003,1.072000027,1.080000043,1.041000009,1.050999999,139630000,AMZN,0.112758038
09-01-2003,1.05400002,1.085000038,1.044999957,1.07249999,123096000,AMZN,0.135521395
10-01-2003,1.047999978,1.082999945,1.040500045,1.065999985,151586000,AMZN,0.128639441
13-01-2003,1.066499949,1.105000019,1.0625,1.101999998,142426000,AMZN,0.166754859
14-01-2003,1.092499971,1.138000011,1.082999945,1.136999965,140976000,AMZN,0.203811466
15-01-2003,1.129500031,1.130499959,1.097000003,1.113499999,139788000,AMZN,0.178930614
16-01-2003,1.084499955,1.105000019,1.07249999,1.090000033,158232000,AMZN,0.154049762
17-01-2003,1.072999954,1.085500002,1.061499953,1.070000052,115724000,AMZN,0.132874557
21-01-2003,1.0625,1.080500007,1.018000007,1.05400002,125862000,AMZN,0.115934344
22-01-2003,1.038499951,1.085000038,1.037500024,1.058500051,133672000,AMZN,0.120698802
23-01-2003,1.077000022,1.101999998,1.057500005,1.08949995,219960000,AMZN,0.153520293
24-01-2003,1.129500031,1.164000034,1.095000029,1.105499983,433636000,AMZN,0.170460507
27-01-2003,1.083999991,1.118499994,1.082000017,1.088999987,164140000,AMZN,0.152990951
28-01-2003,1.095499992,1.098500013,1.061499953,1.08099997,159368000,AMZN,0.144520844
29-01-2003,1.077499986,1.117499948,1.070000052,1.103999972,141138000,AMZN,0.168872354
30-01-2003,1.110000014,1.120000005,1.086500049,1.090999961,119314000,AMZN,0.155108446
31-01-2003,1.082000017,1.113499999,1.077999949,1.092499971,125250000,AMZN,0.156696599
03-02-2003,1.097000003,1.121999979,1.090999961,1.10800004,103910000,AMZN,0.173107471
04-02-2003,1.097000003,1.106999993,1.078500032,1.102499962,96352000,AMZN,0.167284201
05-02-2003,1.108999968,1.125,1.101500034,1.108500004,106862000,AMZN,0.173636813
06-02-2003,1.10800004,1.123999953,1.096500039,1.104500055,80754000,AMZN,0.169401822
07-02-2003,1.105000019,1.105499983,1.059999943,1.072000027,138858000,AMZN,0.134992053
10-02-2003,1.070000052,1.070500016,1.028499961,1.070000052,161930000,AMZN,0.132874557
11-02-2003,1.077999949,1.080000043,1.034500003,1.039000034,133580000,AMZN,0.100052941
12-02-2003,1.039499998,1.059999943,1.032999992,1.056499958,108678000,AMZN,0.118581181
13-02-2003,1.047500014,1.049999952,0.980499983,1.003000021,231536000,AMZN,0.061937523
14-02-2003,0.999499977,1.011500001,0.985499978,1.003000021,132506000,AMZN,0.061937523
18-02-2003,1.007500052,1.070500016,1.007500052,1.069499969,157998000,AMZN,0.132345089
19-02-2003,1.057500005,1.0625,1.050999999,1.059499979,109416000,AMZN,0.121757487
20-02-2003,1.059499979,1.075000048,1.054499984,1.067999959,83396000,AMZN,0.130756936
21-02-2003,1.067499995,1.091500044,1.052000046,1.088999987,144156000,AMZN,0.152990951
24-02-2003,1.082000017,1.108999968,1.082000017,1.088999987,138732000,AMZN,0.152990951
25-02-2003,1.075000048,1.100000024,1.070000052,1.093999982,112480000,AMZN,0.158284752
26-02-2003,1.081500053,1.098999977,1.08099997,1.082000017,82426000,AMZN,0.145579655
27-02-2003,1.082999945,1.088500023,1.012500048,1.08099997,101526000,AMZN,0.144520844
28-02-2003,1.078500032,1.100999951,1.071499944,1.100499988,93742000,AMZN,0.165166706
03-03-2003,1.107499957,1.130499959,1.087000012,1.090499997,89606000,AMZN,0.154579104
04-03-2003,1.085000038,1.117499948,1.067999959,1.113499999,108686000,AMZN,0.178930614
05-03-2003,1.103999972,1.131000042,1.100999951,1.121000051,103208000,AMZN,0.186871378
06-03-2003,1.116000056,1.142500043,1.105999947,1.134500027,108548000,AMZN,0.201164629
07-03-2003,1.116000056,1.15199995,1.113000035,1.148499966,116968000,AMZN,0.215987221
