Date,Open,High,Low,Close,Volume,Symbol,YTD Gains
31-12-2002,0.25,0.256428987,0.249107003,0.255892992,200726400,AAPL,0
02-01-2003,0.256428987,0.266429007,0.256249994,0.264286011,181428800,AAPL,0.032798942
03-01-2003,0.264286011,0.266606987,0.260535985,0.266070992,147453600,AAPL,0.039774437
06-01-2003,0.26839301,0.274643004,0.26571399,0.266070992,390532800,AAPL,0.039774437
07-01-2003,0.264106989,0.267856985,0.25839299,0.265179008,342344800,AAPL,0.03628867
08-01-2003,0.260356992,0.262679011,0.257856995,0.259820998,229644800,AAPL,0.015350189
09-01-2003,0.261070997,0.266429007,0.258929014,0.262142986,215252800,AAPL,0.024424249
10-01-2003,0.260356992,0.264643013,0.258749992,0.26285699,175100800,AAPL,0.027214493
13-01-2003,0.266070992,0.266070992,0.256428987,0.261249989,178942400,AAPL,0.020934521
14-01-2003,0.262320995,0.264643013,0.258749992,0.260892987,186860800,AAPL,0.019539399
15-01-2003,0.260535985,0.262499988,0.254642993,0.257678986,371128800,AAPL,0.006979455
16-01-2003,0.253749996,0.263570994,0.253749996,0.261070997,559070400,AAPL,0.020235038
17-01-2003,0.25999999,0.25999999,0.251428992,0.251785994,266761600,AAPL,-0.016049671
21-01-2003,0.253749996,0.257321,0.25,0.250357002,253456000,AAPL,-0.021634004
22-01-2003,0.249642998,0.25267899,0.246428996,0.247857004,215140800,AAPL,-0.031403703
23-01-2003,0.250892997,0.256428987,0.249107003,0.253035992,228256000,AAPL,-0.011164822
24-01-2003,0.254285991,0.254285991,0.242143005,0.246428996,305468800,AAPL,-0.036984193
27-01-2003,0.244286001,0.258929014,0.243750006,0.252321005,391406400,AAPL,-0.01395891
28-01-2003,0.254285991,0.262320995,0.252857,0.260356992,286255200,AAPL,0.017444794
29-01-2003,0.259820998,0.269643009,0.255356997,0.266606987,373044000,AAPL,0.041869042
30-01-2003,0.267500013,0.269107014,0.255178988,0.255713999,407058400,AAPL,-0.000699483
31-01-2003,0.253392994,0.259820998,0.250892997,0.256428987,341224800,AAPL,0.002094605
03-02-2003,0.257321,0.266250014,0.256249994,0.261786014,264784800,AAPL,0.023029243
04-02-2003,0.258035988,0.261606991,0.25553599,0.260713995,317413600,AAPL,0.018839916
05-02-2003,0.262679011,0.266606987,0.257856995,0.258035988,221614400,AAPL,0.008374577
06-02-2003,0.256428987,0.260535985,0.253928989,0.257678986,179149600,AAPL,0.006979455
07-02-2003,0.259820998,0.260713995,0.251249999,0.25267899,269701600,AAPL,-0.012559944
10-02-2003,0.254642993,0.260179013,0.251071006,0.256249994,167888000,AAPL,0.001395122
11-02-2003,0.258929014,0.261249989,0.253571004,0.256249994,164780000,AAPL,0.001395122
12-02-2003,0.254821002,0.260713995,0.254821002,0.256963998,228687200,AAPL,0.004185367
13-02-2003,0.257321,0.261429012,0.254285991,0.259642988,208493600,AAPL,0.014654549
14-02-2003,0.260892987,0.26285699,0.256249994,0.261963993,243297600,AAPL,0.023724766
18-02-2003,0.263393015,0.273214012,0.26285699,0.272679001,290897600,AAPL,0.065597768
19-02-2003,0.269107014,0.270536005,0.262142986,0.265179008,240368800,AAPL,0.03628867
20-02-2003,0.265179008,0.267143011,0.262679011,0.263749987,224352800,AAPL,0.030704221
21-02-2003,0.264643013,0.268929005,0.261606991,0.267856985,157444000,AAPL,0.046753892
24-02-2003,0.265356988,0.26839301,0.246428996,0.263213992,180252800,AAPL,0.028609615
25-02-2003,0.262142986,0.269286007,0.260356992,0.268213987,188641600,AAPL,0.048149014
26-02-2003,0.267679006,0.268213987,0.258570999,0.258929014,217095200,AAPL,0.011864421
27-02-2003,0.260179013,0.267856985,0.259106994,0.265356988,154341600,AAPL,0.036984193
28-02-2003,0.265356988,0.269463986,0.263749987,0.268036008,195098400,AAPL,0.047453491
03-03-2003,0.268036008,0.270714015,0.259820998,0.261606991,203761600,AAPL,0.022329643
04-03-2003,0.263213992,0.264463991,0.257856995,0.25999999,126414400,AAPL,0.016049671
05-03-2003,0.260892987,0.264286011,0.259285986,0.261070997,126683200,AAPL,0.020235038
06-03-2003,0.260356992,0.260713995,0.257142991,0.25999999,99859200,AAPL,0.016049671
07-03-2003,0.25839299,0.262679011,0.25553599,0.259463996,200984000,AAPL,0.013955066
10-03-2003,0.259106994,0.261963993,0.255356997,0.256606996,134573600,AAPL,0.002790245
11-03-2003,0.256428987,0.258749992,0.252142996,0.254106998,161190400,AAPL,-0.006979455
12-03-2003,0.253035992,0.256963998,0.251071006,0.253928989,222560800,AAPL,-0.007675094
13-03-2003,0.25839299,0.264286011,0.253035992,0.26285699,335445600,AAPL,0.027214493
14-03-2003,0.262142986,0.268036008,0.261429012,0.263929009,153098400,AAPL,0.03140382
17-03-2003,0.265893012,0.269107014,0.262679011,0.268036008,399912800,AAPL,0.047453491
18-03-2003,0.267856985,0.269463986,0.264643013,0.267856985,229980800,AAPL,0.046753892
19-03-2003,0.269107014,0.270536005,0.264106989,0.266963989,141316000,AAPL,0.043264165
20-03-2003,0.266606987,0.267679006,0.260713995,0.266250014,163178400,AAPL,0.040474036
21-03-2003,0.269463986,0.270536005,0.264643013,0.267856985,297948000,AAPL,0.046753892
24-03-2003,0.261963993,0.264286011,0.256249994,0.256606996,161100800,AAPL,0.002790245
25-03-2003,0.257321,0.264820993,0.256606996,0.259820998,167697600,AAPL,0.015350189
26-03-2003,0.259820998,0.25999999,0.255356997,0.257321,178343200,AAPL,0.005580489
27-03-2003,0.255713999,0.262499988,0.255713999,0.258749992,122393600,AAPL,0.011164822
28-03-2003,0.257142991,0.261070997,0.256606996,0.260179013,145303200,AAPL,0.016749271
31-03-2003,0.255892992,0.259463996,0.250714004,0.252499998,256659200,AAPL,-0.013259427
01-04-2003,0.253571004,0.25553599,0.251249999,0.252857,154341600,AAPL,-0.011864305
02-04-2003,0.256428987,0.262320995,0.254821002,0.260713995,171371200,AAPL,0.018839916
03-04-2003,0.25999999,0.262499988,0.256249994,0.258213997,145712000,AAPL,0.009070217
04-04-2003,0.259285986,0.261963993,0.256963998,0.257321,146020000,AAPL,0.005580489
07-04-2003,0.265179008,0.266963989,0.257321,0.258749992,196862400,AAPL,0.011164822
08-04-2003,0.259106994,0.261606991,0.256428987,0.258035988,128934400,AAPL,0.008374577
09-04-2003,0.259285986,0.261070997,0.252499998,0.253392994,146725600,AAPL,-0.009769699
10-04-2003,0.253571004,0.256963998,0.253571004,0.256606996,107100000,AAPL,0.002790245
11-04-2003,0.250892997,0.257856995,0.230893001,0.235714003,1392708800,AAPL,-0.078857136
14-04-2003,0.244820997,0.245536,0.241071001,0.242500007,502958400,AAPL,-0.052338225
15-04-2003,0.242679,0.242856994,0.237499997,0.239106998,303968000,AAPL,-0.06559771
16-04-2003,0.231964007,0.244106993,0.230713993,0.236429006,1016176000,AAPL,-0.07606299
17-04-2003,0.235714003,0.236607,0.227143005,0.234285995,616257600,AAPL,-0.084437626
21-04-2003,0.234464005,0.235535994,0.231785998,0.234642997,152320000,AAPL,-0.083042503
22-04-2003,0.235357001,0.243213996,0.233750001,0.241249993,300568800,AAPL,-0.057223132
23-04-2003,0.241606995,0.243393004,0.238571003,0.242500007,209680800,AAPL,-0.052338225
24-04-2003,0.241429001,0.243036002,0.232143,0.239999995,325108000,AAPL,-0.062107982
25-04-2003,0.240356997,0.242500007,0.236249998,0.238392994,205318400,AAPL,-0.068387954
28-04-2003,0.240713999,0.249285996,0.239821002,0.247500002,636798400,AAPL,-0.032798826
29-04-2003,0.249642998,0.252857,0.242500007,0.251071006,458236800,AAPL,-0.018843759
30-04-2003,0.248750001,0.256249994,0.247320995,0.253928989,458175200,AAPL,-0.007675094
01-05-2003,0.254464,0.256963998,0.25,0.256428987,342759200,AAPL,0.002094605
02-05-2003,0.258213997,0.260535985,0.256071001,0.258035988,321182400,AAPL,0.008374577
05-05-2003,0.263749987,0.301429003,0.263393015,0.287321001,1555708000,AAPL,0.122816999
06-05-2003,0.287856996,0.319642991,0.287499994,0.3125,1514492000,AAPL,0.221213592
07-05-2003,0.309464008,0.325713992,0.305536002,0.31517899,1054379200,AAPL,0.231682774
08-05-2003,0.316071004,0.322679013,0.308750004,0.321429014,687736000,AAPL,0.256107139
09-05-2003,0.327320993,0.328570992,0.319285989,0.326786011,588386400,AAPL,0.277041661
12-05-2003,0.324106991,0.334643006,0.323749989,0.331429005,419372800,AAPL,0.295185937
13-05-2003,0.329106987,0.338750005,0.320535988,0.333393008,446796000,AAPL,0.302861031
14-05-2003,0.336250007,0.336429,0.329106987,0.331250012,355488000,AAPL,0.294486454
15-05-2003,0.332143009,0.336607009,0.329820991,0.334464014,284995200,AAPL,0.307046398
16-05-2003,0.331963986,0.339464009,0.326429009,0.335714012,341628000,AAPL,0.311931248
19-05-2003,0.33089301,0.333036005,0.32249999,0.323213995,445888800,AAPL,0.263082634
20-05-2003,0.323213995,0.324286014,0.314285994,0.317678988,416220000,AAPL,0.241452474
21-05-2003,0.317678988,0.323035985,0.315535992,0.318749994,305009600,AAPL,0.245637841
22-05-2003,0.319463998,0.328570992,0.316785991,0.325713992,178460800,AAPL,0.272852334
23-05-2003,0.325179011,0.329643011,0.320713997,0.327143013,206718400,AAPL,0.278436783
27-05-2003,0.320713997,0.337500006,0.319821,0.337143004,290130400,AAPL,0.317515581
28-05-2003,0.330356985,0.333214015,0.324106991,0.326429009,339679200,AAPL,0.275646538
29-05-2003,0.326606989,0.330356985,0.319642991,0.323213995,333765600,AAPL,0.263082634
30-05-2003,0.323570997,0.324642986,0.313035995,0.320535988,382748800,AAPL,0.252617296
02-06-2003,0.323213995,0.326606989,0.308393002,0.311607003,418588800,AAPL,0.217723865
03-06-2003,0.311428994,0.315535992,0.303929001,0.309107006,360858400,AAPL,0.207954165
04-06-2003,0.308928996,0.317678988,0.306071013,0.314285994,271202400,AAPL,0.228193047
05-06-2003,0.311607003,0.316785991,0.309464008,0.314999998,205497600,AAPL,0.230983292
06-06-2003,0.316785991,0.322142988,0.306071013,0.306250006,241388000,AAPL,0.196789344
09-06-2003,0.30250001,0.304286003,0.29696399,0.299820989,259952000,AAPL,0.171665496
10-06-2003,0.301607013,0.308750004,0.299106985,0.306786001,176646400,AAPL,0.198883949
11-06-2003,0.306250006,0.312678993,0.300179005,0.311607003,225114400,AAPL,0.217723865
12-06-2003,0.313392997,0.319285989,0.311607003,0.317321002,252588000,AAPL,0.240053508
13-06-2003,0.316964,0.320535988,0.305893004,0.311071008,191245600,AAPL,0.21562926
16-06-2003,0.314285994,0.326249987,0.311607003,0.326249987,238526400,AAPL,0.274946939
17-06-2003,0.328750014,0.330356985,0.321249992,0.324820995,177464000,AAPL,0.269362606
18-06-2003,0.329463989,0.347856998,0.326963991,0.341428995,454983200,AAPL,0.334264735
19-06-2003,0.345714003,0.350178987,0.335179001,0.341785997,381528000,AAPL,0.335659857
20-06-2003,0.345535994,0.349642992,0.337500006,0.342857003,356546400,AAPL,0.339845224
23-06-2003,0.344642997,0.351606995,0.334820986,0.340357006,307361600,AAPL,0.330075525
24-06-2003,0.347678989,0.351249993,0.334286004,0.33535701,514382400,AAPL,0.310536126
25-06-2003,0.336786002,0.34642899,0.334107012,0.340893,329812000,AAPL,0.33217013
26-06-2003,0.333929002,0.344999999,0.333929002,0.344464004,161705600,AAPL,0.346125196
27-06-2003,0.344642997,0.344821006,0.330000013,0.334464014,365792000,AAPL,0.307046398
30-06-2003,0.333570987,0.343035996,0.331963986,0.340357006,222152000,AAPL,0.330075525
01-07-2003,0.336964011,0.342500001,0.330536008,0.340893,180992000,AAPL,0.33217013
02-07-2003,0.339821011,0.34642899,0.339643002,0.344107002,325298400,AAPL,0.344730074
03-07-2003,0.339286,0.349106997,0.338928998,0.341607004,137771200,AAPL,0.334960374
07-07-2003,0.344107002,0.360356987,0.341607004,0.354820997,286272000,AAPL,0.386599116
08-07-2003,0.348571002,0.366070986,0.348035991,0.364286005,256737600,AAPL,0.423587268
09-07-2003,0.360893011,0.365179002,0.355179012,0.355179012,213645600,AAPL,0.387998198
10-07-2003,0.354999989,0.356070995,0.345892996,0.349642992,170934400,AAPL,0.366364078
11-07-2003,0.351071,0.357143015,0.348749995,0.354463995,136858400,AAPL,0.385203994
14-07-2003,0.357320994,0.364286005,0.354820997,0.355356991,188406400,AAPL,0.388693721
15-07-2003,0.357499987,0.361429006,0.346964002,0.350178987,206645600,AAPL,0.368458683
16-07-2003,0.35660699,0.357143015,0.346071005,0.354820997,250930400,AAPL,0.386599116
17-07-2003,0.360536009,0.374107003,0.35946399,0.373214006,751212000,AAPL,0.458476856
18-07-2003,0.373214006,0.378214002,0.364286005,0.372500002,298838400,AAPL,0.455686611
21-07-2003,0.36946401,0.371428996,0.362500012,0.368036002,183808800,AAPL,0.438241817
